2061,12.8
766,14.0
315,10.1
1348,9.7
1969,12.8
2783,8.0
641,8.3
3013,14.2
3052,9.3
2217,11.4
2427,16.5
2274,11.5
101,10.7
2646,9.9
1426,17.5
483,13.3
1622,7.7
2773,8.6
1775,8.0
505,13.0
2397,9.9
758,12.6
1783,7.0
3005,13.6
3136,9.8
983,11.1
2076,13.2
1560,13.1
2404,9.0
1395,8.2
2047,11.1
600,11.3
2351,15.7
2137,11.4
2898,9.9
853,10.9
1177,11.2
1062,12.3
3015,17.5
3099,10.6
669,12.0
213,8.4
512,12.9
995,12.2
1619,8.6
2756,10.8
1238,9.6
2132,13.2
1001,13.8
2919,8.3
2390,10.5
2280,12.5
521,14.9
1762,9.2
2807,8.8
1120,12.0
2853,9.3
53,16.4
2145,12.9
796,9.1
2289,7.4
2477,14.2
1609,9.9
1104,12.8
842,11.0
165,12.4
2233,7.7
2729,9.8
1443,12.9
1315,8.0
3134,8.0
2543,7.6
2400,8.6
138,12.9
401,12.3
3043,16.7
1871,10.3
2752,10.7
413,11.0
1105,11.6
1272,12.6
537,13.1
1024,13.2
2631,10.1
1676,9.5
1325,9.3
1204,9.4
278,4.8
1276,11.2
2345,15.0
2382,11.0
340,13.8
3057,8.8
146,12.5
972,11.3
892,9.5
1307,12.6
2835,11.0
2395,10.5
3048,12.8
672,10.5
1435,15.9
1791,8.4
2028,8.4
2207,11.5
110,12.6
2134,13.4
943,10.4
1879,8.8
1489,11.3
2974,9.5
1982,14.4
2231,10.3
1369,10.3
1227,8.6
2454,13.1
2861,9.4
2440,14.8
226,8.3
1855,9.7
677,12.0
2160,12.4
515,13.8
470,12.4
607,10.8
2562,10.9
1643,10.3
1503,11.5
1279,13.1
1746,8.4
2064,11.1
1530,11.2
2062,11.6
2202,10.6
2889,10.7
106,8.8
2046,13.3
1027,13.5
307,6.1
2011,8.9
2325,11.1
1776,9.5
36,13.0
90,6.9
1743,6.6
1016,10.8
2124,17.0
1586,13.0
286,6.5
1851,10.3
2277,12.3
2895,11.6
2334,14.1
2682,12.5
2593,9.5
649,9.3
9,13.3
2460,12.2
653,10.5
380,13.5
227,7.1
2840,9.1
1015,14.4
2623,8.5
1695,10.8
952,11.1
1942,13.5
8,16.4
215,8.0
1909,13.0
2518,12.3
448,11.8
1240,12.6
1712,10.1
613,8.3
1555,9.3
1970,13.9
2179,13.8
195,9.4
2185,10.2
267,4.7
3037,15.3
2596,10.4
2199,13.5
2031,11.5
1088,15.0
2573,12.3
333,14.0
1521,8.8
65,19.3
1300,7.8
2979,13.9
468,12.1
2205,12.6
2468,12.2
570,8.6
1901,11.9
84,6.5
2687,8.6
2001,10.1
1329,9.2
876,11.8
1283,11.3
2669,11.8
2876,11.9
2769,9.7
868,11.4
1154,13.8
3045,14.8
585,11.0
835,10.1
350,12.4
644,10.4
2229,11.2
280,7.7
2336,14.1
2429,11.5
2937,12.8
2435,12.9
905,11.2
1362,8.2
2355,11.1
1666,8.9
1902,9.9
1009,12.6
3016,17.6
1750,8.1
1194,9.3
1123,12.1
243,7.6
1230,9.7
938,11.8
3120,6.9
2141,14.6
255,6.0
2367,8.4
181,12.9
1599,13.4
1542,10.3
558,9.6
851,9.8
2894,11.7
1209,9.9
1774,11.3
136,14.5
805,10.4
348,14.2
1481,18.2
961,11.2
1336,8.5
131,15.1
480,17.4
2523,11.7
1383,5.7
115,12.4
2225,10.8
2806,6.7
57,12.8
2827,11.6
2638,10.3
1567,8.5
209,9.2
3025,14.3
3066,11.8
1071,11.1
2200,9.6
2565,7.9
2705,10.9
1749,8.0
893,13.0
1767,12.3
465,12.6
305,6.5
3034,12.7
2626,10.5
2536,9.2
2528,10.6
2033,9.3
2713,8.2
2343,12.6
2414,11.0
860,11.5
1372,9.3
1608,9.6
1301,14.0
2515,14.6
1490,13.9
2480,13.3
2503,13.4
552,11.6
2445,18.2
2604,8.6
1214,12.3
1568,11.8
931,10.0
1257,11.4
1726,8.4
2381,15.6
1999,11.2
2847,14.1
2402,6.6
1829,9.3
1389,8.6
2155,13.2
2380,10.8
1588,10.8
3139,4.8
158,17.2
1144,12.4
1790,11.7
2767,8.3
5,19.6
2831,11.1
2507,13.6
1150,10.6
2909,10.6
584,10.8
2222,8.9
770,10.8
627,11.1
1278,12.0
2697,10.1
2811,8.1
2684,8.7
2517,12.9
3031,10.6
2967,11.6
405,14.4
708,12.5
746,11.1
1381,9.3
2779,5.6
655,10.5
1404,15.4
774,13.4
2043,11.4
1527,10.0
1197,11.9
1273,13.0
960,12.8
1155,14.8
2151,14.2
2467,14.0
2643,13.2
381,15.4
2708,9.8
2654,12.0
2290,12.4
986,9.7
1671,9.5
716,10.2
2099,13.0
241,7.6
750,11.8
24,13.4
2442,15.8
1268,11.3
1494,11.7
1335,8.8
489,13.4
1413,14.6
1178,13.3
1667,8.8
2544,9.7
1573,11.2
498,14.2
1747,9.5
204,9.1
1467,15.2
618,10.5
571,7.9
800,10.0
1266,13.0
1500,11.2
2844,13.8
207,10.7
1446,13.6
2302,12.0
1385,8.9
2637,10.0
2121,12.7
664,10.2
2239,11.4
2455,14.4
2301,10.1
16,18.7
1265,12.9
779,14.3
55,14.9
1681,8.8
2438,12.3
530,15.9
2978,12.6
1675,9.2
1249,10.6
2077,11.8
1125,11.0
1883,9.3
1635,7.5
810,9.2
2105,12.4
2360,17.5
2273,12.5
715,10.3
2837,12.3
3059,9.5
833,10.3
2691,10.7
1364,11.3
1449,14.4
1365,7.7
1012,13.1
1147,13.0
2491,14.0
1547,11.5
3140,9.0
630,11.8
1939,11.6
2846,11.4
1919,10.9
2759,12.0
2263,11.7
2613,9.3
1008,14.1
2419,9.8
277,5.4
813,8.4
3060,6.3
1802,7.4
1948,15.9
2087,11.0
2474,11.2
2158,12.9
2801,5.5
1905,10.3
1979,9.5
154,11.8
419,8.5
1578,10.8
1538,10.8
301,5.0
2125,9.7
2324,18.6
1101,14.0
698,10.3
171,12.7
1513,10.5
683,12.5
987,11.7
752,11.6
2066,13.0
2315,9.1
2417,15.8
2879,6.8
788,10.6
2088,13.4
2627,8.7
385,11.6
157,15.9
551,7.5
2166,12.7
2966,9.0
2732,11.7
2795,10.6
1046,13.3
2006,8.8
2610,11.9
2552,11.0
2747,9.5
1396,7.9
2169,15.0
1118,12.6
2412,8.4
896,11.9
2925,7.5
3090,9.5
2863,15.1
2423,8.4
657,11.1
2897,11.4
2056,11.7
2670,9.5
2283,11.7
2822,11.0
219,8.4
2914,9.5
1596,10.7
2147,14.5
261,7.5
1109,13.9
2956,9.5
1448,14.2
559,7.6
2893,13.7
274,5.4
1845,10.1
1583,12.2
2965,14.4
720,11.0
2032,13.3
164,16.7
1994,9.8
538,14.6
1873,8.5
1000,11.9
2044,13.0
997,13.4
991,11.7
328,14.6
1096,12.2
577,7.7
2787,6.8
2582,11.9
2535,8.7
2568,8.8
1445,10.2
3103,7.2
1858,6.7
1067,17.5
3137,6.9
344,13.7
428,10.5
2154,9.8
1327,6.4
128,15.8
632,12.4
199,9.4
1115,11.0
771,13.6
217,9.8
1856,9.4
773,13.0
2714,8.9
476,14.1
2220,11.2
302,8.0
2095,16.7
1570,12.0
1881,10.5
122,13.5
2951,9.5
993,15.1
3051,9.5
1978,13.6
1612,7.1
2017,10.4
1875,9.8
829,9.9
3053,10.2
2388,10.3
2873,10.9
376,9.0
2352,12.0
1862,7.6
335,12.4
2162,15.6
2742,11.0
3117,10.6
1878,11.2
597,10.0
2968,9.4
2328,14.8
210,10.4
1740,16.8
223,7.9
878,12.8
1070,11.1
939,10.3
815,9.7
1711,11.1
1375,8.2
77,5.9
2892,7.9
427,12.2
2502,9.9
285,6.3
1523,12.8
398,13.6
2391,8.3
2189,13.4
1183,7.5
2393,9.5
3122,7.0
455,10.9
1546,12.5
2891,12.3
1594,9.8
2940,9.6
2810,10.2
1256,13.8
560,8.5
1208,11.8
1054,13.7
2387,10.4
482,13.5
1025,14.6
2758,9.0
253,6.5
2910,13.1
1491,10.9
383,12.4
3006,13.4
347,10.4
1130,16.3
447,12.4
1551,12.6
1860,10.0
847,11.6
444,10.8
228,8.4
237,11.2
820,10.7
2500,13.4
2465,15.3
2647,9.2
167,13.9
1148,11.9
1172,12.9
2159,14.0
998,14.1
523,13.2
717,12.2
748,11.6
1716,11.4
3105,11.0
756,14.1
970,11.2
1218,9.7
2463,13.8
1823,10.4
2546,10.8
547,8.4
451,12.1
2770,8.7
3084,9.1
2469,15.2
481,15.2
2067,9.9
3093,9.1
2906,14.0
2232,11.4
1434,14.6
2372,11.7
94,7.9
1274,10.7
3085,11.5
353,14.7
2316,17.0
1465,14.4
514,13.7
2715,12.1
2862,9.7
1638,8.9
1263,9.2
1033,12.7
871,11.0
2364,14.6
2599,11.4
271,6.6
1501,10.8
1141,10.9
2437,14.2
2619,11.8
3104,10.7
2785,9.7
1520,11.9
244,7.2
1345,9.5
706,12.4
2904,12.6
133,11.2
925,8.9
550,7.7
2996,15.9
1946,11.7
1077,15.7
1499,11.2
2984,9.9
2197,14.4
1533,9.8
2816,9.4
461,13.5
1136,12.7
2659,9.2
990,13.6
2866,10.5
3098,12.3
2135,10.0
1347,8.1
1022,11.3
362,7.9
513,12.6
1935,14.4
2753,9.6
2607,8.3
1689,9.5
1406,16.5
1262,10.8
492,13.4
2826,4.2
337,11.0
768,12.7
593,8.4
957,11.5
1934,9.9
1188,9.4
121,11.1
1063,11.8
242,6.9
1876,10.7
2081,12.8
1512,12.1
3121,11.7
648,9.8
877,9.9
574,9.8
1086,11.4
1057,16.0
2597,11.6
645,11.7
902,12.6
377,11.1
